seed	vmh
EX_cpd00129(e)	EX_pro_L(e)
EX_cpd00130(e)	EX_mal_L(e)
EX_cpd00132(e)	EX_asn_L(e)
EX_cpd00133(e)	EX_ncam(e)
EX_cpd00136(e)	EX_4hbz(e)
EX_cpd00137(e)	EX_cit(e)
EX_cpd00138(e)	EX_man(e)
EX_cpd00139(e)	EX_glyclt(e)
EX_cpd00141(e)	EX_ppa(e)
EX_cpd00142(e)	EX_acac(e)
EX_cpd00149(e)	EX_cobalt2(e)
EX_cpd00152(e)	EX_agm(e)
EX_cpd00154(e)	EX_xyl_D(e)
EX_cpd00156(e)	EX_val_L(e)
EX_cpd00158(e)	EX_cellb(e)
EX_cpd00159(e)	EX_lac_L(e)
EX_cpd00161(e)	EX_thr_L(e)
EX_cpd00162(e)	EX_etha(e)
EX_cpd00164(e)	EX_glcur(e)
EX_cpd00176(e)	EX_2ddglcn(e)
EX_cpd00179(e)	EX_malt(e)
EX_cpd00182(e)	EX_adn(e)
EX_cpd00184(e)	EX_thymd(e)
EX_cpd00185(e)	EX_arab_D(e)
EX_cpd00186(e)	EX_glu_D(e)
EX_cpd00205(e)	EX_k(e)
EX_cpd00208(e)	EX_lcts(e)
EX_cpd00209(e)	EX_no3(e)
EX_cpd00210(e)	EX_taur(e)
EX_cpd00211(e)	EX_but(e)
EX_cpd00214(e)	EX_hdca(e)
EX_cpd00215(e)	EX_pydx(e)
EX_cpd00216(e)	EX_chor(e)
EX_cpd00218(e)	EX_nac(e)
EX_cpd00220(e)	EX_ribflv(e)
EX_cpd00221(e)	EX_lac_D(e)
EX_cpd00222(e)	EX_glcn(e)
EX_cpd00224(e)	EX_arab_L(e)
EX_cpd00226(e)	EX_hxan(e)
EX_cpd00229(e)	EX_gcald(e)
EX_cpd00232(e)	EX_acnam(e)
EX_cpd00235(e)	EX_man6p(e)
EX_cpd00239(e)	EX_h2s(e)
EX_cpd00241(e)	EX_dgtp(e)
EX_cpd00242(e)	EX_hco3(e)
EX_cpd00244(e)	EX_ni2(e)
EX_cpd00246(e)	EX_ins(e)
EX_cpd00247(e)	EX_orot(e)
EX_cpd00249(e)	EX_uri(e)
EX_cpd00254(e)	EX_mg2(e)
EX_cpd00260(e)	EX_icit[e]
EX_cpd00263(e)	EX_pydxn(e)
EX_cpd00264(e)	EX_spmd(e)
EX_cpd00266(e)	EX_crn(e)
EX_cpd00268(e)	EX_tsul(e)
EX_cpd00276(e)	EX_gam(e)
EX_cpd00277(e)	EX_dgsn(e)
EX_cpd00280(e)	EX_galur(e)
EX_cpd00281(e)	EX_4abut(e)
EX_cpd00284(e)	EX_6pgc(e)
EX_cpd00285(e)	EX_ethamp[e]
EX_cpd00288(e)	EX_gam6p(e)
EX_cpd00298(e)	EX_dtmp(e)
EX_cpd00305(e)	EX_thm(e)
EX_cpd00307(e)	EX_csn(e)
EX_cpd00308(e)	EX_HC00319(e)
EX_cpd00309(e)	EX_xan(e)
EX_cpd00311(e)	EX_gsn(e)
EX_cpd00314(e)	EX_mnl(e)
EX_cpd00322(e)	EX_ile_L(e)
EX_cpd00338(e)	EX_5aop(e)
EX_cpd00355(e)	EX_nmn(e)
EX_cpd00357(e)	EX_dttp(e)
EX_cpd00359(e)	EX_indole(e)
EX_cpd00367(e)	EX_cytd(e)
EX_cpd00383(e)	EX_skm(e)
EX_cpd00388(e)	EX_alltt(e)
EX_cpd00393(e)	EX_fol(e)
EX_cpd00395(e)	EX_Lcyst(e)
EX_cpd00396(e)	EX_rmn(e)
EX_cpd00412(e)	EX_duri(e)
EX_cpd00421(e)	EX_pppi(e)
EX_cpd00423(e)	EX_cbl2(e)
EX_cpd00438(e)	EX_dad_2(e)
EX_cpd00441(e)	EX_tma(e)
EX_cpd00443(e)	EX_4abz(e)
EX_cpd00492(e)	EX_acmana(e)
EX_cpd00507(e)	EX_g3pc[e]
EX_cpd00516(e)	EX_26dap_M(e)
EX_cpd00528(e)	EX_n2(e)
EX_cpd00531(e)	EX_hg2(e)
EX_cpd00540(e)	EX_glyb(e)
EX_cpd00550(e)	EX_ser_D(e)
EX_cpd00573(e)	EX_idon_L(e)
EX_cpd00588(e)	EX_sbt-d(e)
EX_cpd00599(e)	EX_salc(e)
EX_cpd00609(e)	EX_glcr(e)
EX_cpd00635(e)	EX_cbl1(e)
EX_cpd00637(e)	EX_met_D(e)
EX_cpd00644(e)	EX_pnto_R(e)
EX_cpd00652(e)	EX_galct_D(e)
EX_cpd00653(e)	EX_galctn_D(e)
EX_cpd00654(e)	EX_dcyt(e)
EX_cpd00655(e)	EX_dpcoa(e)
EX_cpd00681(e)	EX_chols(e)
EX_cpd00696(e)	EX_35ccmp(e)
EX_cpd00793(e)	EX_thmmp(e)
EX_cpd00794(e)	EX_tre(e)
EX_cpd00797(e)	EX_bhb(e)
EX_cpd00811(e)	EX_tmao(e)
EX_cpd00870(e)	EX_gbbtn(e)
EX_cpd00971(e)	EX_na1(e)
EX_cpd01012(e)	EX_cd2(e)
EX_cpd01015(e)	EX_cynt(e)
EX_cpd01017(e)	EX_cgly(e)
EX_cpd01030(e)	EX_salcn(e)
EX_cpd01048(e)	EX_aso4(e)
EX_cpd01080(e)	EX_ocdca(e)
EX_cpd01092(e)	EX_alltn(e)
EX_cpd01133(e)	EX_stys(e)
EX_cpd01155(e)	EX_15dap(e)
EX_cpd01171(e)	EX_galt(e)
EX_cpd01187(e)	EX_sbt_L(e)
EX_cpd01188(e)	EX_lanost(e)
EX_cpd01217(e)	EX_xtsn(e)
EX_cpd01242(e)	EX_drib(e)
EX_cpd01262(e)	EX_malttr(e)
EX_cpd01329(e)	EX_malthx(e)
EX_cpd01400(e)	EX_phe_L(e)
EX_cpd01741(e)	EX_ddca(e)
EX_cpd01912(e)	EX_fuc1p_L(e)
EX_cpd01914(e)	EX_metsox_S_L(e)
EX_cpd02027(e)	EX_mmet(e)
EX_cpd02227(e)	EX_ahcys(e)
EX_cpd02701(e)	EX_amob(e)
EX_cpd03048(e)	EX_isetac(e)
EX_cpd03091(e)	EX_dad-5(e)
EX_cpd03198(e)	EX_melib(e)
EX_cpd03279(e)	EX_din(e)
EX_cpd03343(e)	EX_pppn(e)
EX_cpd03422(e)	EX_cbi(e)
EX_cpd03424(e)	EX_adpcbl(e)
EX_cpd03535(e)	EX_argp(e)
EX_cpd03696(e)	EX_arbt(e)
EX_cpd03724(e)	EX_fecrm(e)
EX_cpd03725(e)	EX_fe3dcit(e)
EX_cpd03847(e)	EX_ttdca(e)
EX_cpd04097(e)	EX_pb(e)
EX_cpd04098(e)	EX_aso3(e)
EX_cpd08023(e)	EX_mso3(e)
EX_cpd08305(e)	EX_ctbt(e)
EX_cpd08306(e)	EX_gbbtn(e)
EX_cpd08636(e)	DM_dhptd(c)
EX_cpd09878(e)	EX_sulfac(e)
EX_cpd10515(e)	EX_fe2(e)
EX_cpd10516(e)	EX_fe3(e)
EX_cpd11416(c)	EX_biomass(e)
EX_cpd11416(e)	EX_biomass(e)
EX_cpd11574(e)	EX_mobd(e)
EX_cpd11575(e)	EX_mops(e)
EX_cpd11576(e)	EX_metsox_R_L(e)
EX_cpd11578(e)	EX_hexs(e)
EX_cpd11579(e)	EX_ethso3(e)
EX_cpd11580(e)	EX_glygln(e)
EX_cpd11581(e)	EX_glyasn(e)
EX_cpd11582(e)	EX_alathr(e)
EX_cpd11583(e)	EX_alaleu(e)
EX_cpd11584(e)	EX_alahis(e)
EX_cpd11585(e)	EX_alagly(e)
EX_cpd11586(e)	EX_alaglu(e)
EX_cpd11587(e)	EX_alagln(e)
EX_cpd11588(e)	EX_glypro(e)
EX_cpd11589(e)	EX_glyasp(e)
EX_cpd11590(e)	EX_metala(e)
EX_cpd11591(e)	EX_glymet(e)
EX_cpd11592(e)	EX_glyglu(e)
EX_cpd11593(e)	EX_alaasp(e)
EX_cpd11594(e)	EX_dextrin(e)
EX_cpd11595(e)	EX_cro4(e)
EX_cpd11596(e)	EX_butso3(e)
EX_cpd11597(e)	EX_arsenb(e)
EX_cpd11606(e)	EX_mqn7(e)
EX_cpd11640(e)	EX_h2(e)
EX_cpd15237(e)	EX_hdcea(e)
EX_cpd15269(e)	EX_ocdcea(e)
EX_cpd15270(e)	EX_ocdcya(e)
EX_cpd15302(e)	EX_glycogenb(e)
EX_cpd15352(e)	EX_2dmmq8(e)
EX_cpd15378(e)	EX_4hba(e)
EX_cpd15494(e)	EX_malthp(e)
EX_cpd15500(e)	EX_mqn8(e)
EX_cpd15560(e)	EX_q8(e)
EX_cpd15603(e)	EX_glycys(e)
EX_cpd15604(e)	EX_glyleu(e)
EX_cpd15605(e)	EX_glyphe(e)
EX_cpd15606(e)	EX_glytyr(e)
EX_cpd16013(e)	EX_phdca(e)
EX_cpd16062(e)	EX_Cit_Mg(e)
EX_cpd16336(e)	EX_isoprene(e)
EX_cpd16877(e)	EX_Nbfortyr(e)
R00915	R00915
R03472	R03472
R06895	CPPPGO2
R08892	R08892
R08893	R08893
rxn00001	PPA
rxn00002	ALPHNH
rxn00003	ACLS
rxn00006	r0010
rxn00007	TREH
rxn00010	GLXCL
rxn00011	ACLS_a
rxn00016	AHEXASE3
rxn00018	RBPC
rxn00020	BGLAr
rxn00022	MALT
rxn00025	BCDO
rxn00029	PPBNGS
rxn00038	3HBBUTH
rxn00048	RBFSb
rxn00056	FERO
rxn00058	CYO1b
rxn00060	HMBS
rxn00061	ATPH1e
rxn00062	DM_atp_c_
rxn00065	ADNCYC
rxn00066	H202D
rxn00068	FE2DH
rxn00069	GLUSx
rxn00074	CBL2D
rxn00076	NADDP
rxn00077	NADK
rxn00082	NWHARGOX
rxn00083	THD1
rxn00085	GLUOX
rxn00086	GTHRD
rxn00090	GTHRDOX
rxn00095	AP4AH
rxn00097	ADK1
rxn00100	DPCOAK
rxn00101	UREA
rxn00102	H2CO3D
rxn00104	PPK2
rxn00105	NMNATr
rxn00106	PPA2
rxn00113	CBPS
rxn00114	CBMKr
rxn00117	NDPK2
rxn00118	UTPATPT
rxn00119	UMPK
rxn00121	FADDP
rxn00122	FMNAT
rxn00123	PYDXPP
rxn00124	PYDXKr
rxn00126	METATr
rxn00127	ADMDCr
rxn00130	AMPDA
rxn00131	AMPN
rxn00132	NTD7
rxn00134	ADNK1
rxn00137	BPNT
rxn00138	NADS1
rxn00139	ADPT
rxn00140	PDE1
rxn00141	AHC
rxn00143	AHCYSNS_r
rxn00145	L_LACDr
rxn00146	D_LACD
rxn00147	PPS
rxn00148	PYK
rxn00149	MTHGXLDH
rxn00151	PPDK
rxn00152	PYROX
rxn00157	PFL
rxn00159	ME1
rxn00160	MALDDH
rxn00161	ME2
rxn00162	OAADC
rxn00165	r0060
rxn00166	SERD_D
rxn00168	PYRDC
rxn00171	ACALD
rxn00172	ACCOAL2
rxn00173	PTAr
rxn00175	ACS
rxn00178	ACACT1r
rxn00179	GLU5K
rxn00182	GLUDxi
rxn00183	PUTA3
rxn00184	GLUDy
rxn00186	OPAHir
rxn00187	GLNS
rxn00189	GLUN
rxn00190	NADS2
rxn00191	ALATA_L
rxn00192	ACGS
rxn00193	GLUR
rxn00194	GLUDC
rxn00196	25DOPOX
rxn00199	r0082
rxn00200	r0085
rxn00202	HCITS
rxn00203	OXGDC
rxn00205	GTHP
rxn00206	SPODM
rxn00208	PYAM5POr
rxn00209	PDX5PO
rxn00211	UDPGDr
rxn00212	UDPGP
rxn00213	GALU
rxn00214	UDPG4E
rxn00216	HEX1
rxn00221	G1PP
rxn00222	BGLA
rxn00223	XYLI2
rxn00224	FCLTc
rxn00225	ACKr
rxn00227	ACYP_2
rxn00230	PPIACPT
rxn00231	AMID4
rxn00234	CITMALL
rxn00237	NDPK1
rxn00239	GK1
rxn00242	PPGPPDP
rxn00244	OAAH
rxn00245	TARTD
rxn00247	PPCKr
rxn00248	MDH
rxn00250	PC
rxn00251	PPCr
rxn00252	PPIOAACL
rxn00256	OAASr
rxn00257	ACITL
rxn00258	MALCOAPYRCT
rxn00260	ASPTA
rxn00262	ASPO1
rxn00265	CITL
rxn00269	GLYO1
rxn00270	GNMT
rxn00272	AGTi
rxn00274	GLYAT
rxn00276	GLYOAAAT
rxn00278	ALAD_R
rxn00283	ALAR
rxn00285	SUCOAS
rxn00288	SUCD1
rxn00289	MCITL2
rxn00290	OCOAT1r
rxn00291	SGDS
rxn00292	UAG2EMA
rxn00293	UAGDP
rxn00295	UAG4E
rxn00297	UAG2E
rxn00299	r0120
rxn00300	GTPCII
rxn00301	r0119
rxn00302	GTPCI
rxn00303	GTPDPK
rxn00304	r0122
rxn00305	PEPCK
rxn00306	SUCOAS1c
rxn00312	LYS2OX
rxn00313	DAPDC
rxn00321	LYSAM
rxn00322	LYSDC
rxn00324	GLYCLTDy
rxn00325	GLXO2
rxn00327	UGLYCH
rxn00328	DDPGA
rxn00330	GLXS
rxn00331	MCAL
rxn00333	GLYCTO1
rxn00336	ICL
rxn00337	ASPK
rxn00338	ASPO6
rxn00339	ASPNH4L
rxn00340	ASNS2
rxn00342	r0127
rxn00345	NACASPAH
rxn00346	ASP1DC
rxn00347	ASPT
rxn00350	GGTA
rxn00351	GTHS
rxn00355	GALT
rxn00356	UDPGALGLCGT
rxn00358	UDPGALM
rxn00359	PAPSNH
rxn00361	ADSK
rxn00362	CMPN
rxn00363	NTD4
rxn00364	CYTK1
rxn00365	CYTDK1
rxn00366	CDPDPH
rxn00367	NTPP4
rxn00368	CYTDK4
rxn00369	CYTDK2
rxn00371	FDHr
rxn00375	NFORGLUAH
rxn00378	SULFR
rxn00379	SADT
rxn00391	ACP1_FMN_
rxn00392	RBFK
rxn00393	G1PRIBFLVPT
rxn00394	ARGN
rxn00395	ARGDA
rxn00396	ARGKr
rxn00399	r0145
rxn00400	NOS1
rxn00405	ARGDC
rxn00407	DCTPD2
rxn00408	NTP5
rxn00409	NDPK3
rxn00410	CTPS1
rxn00411	r0153
rxn00412	CTPS2
rxn00413	CTPPPL
rxn00414	CBPS
rxn00416	ASNS1
rxn00419	HPYRR3x
rxn00420	PSP_L
rxn00421	PPSERPT
rxn00422	SPTc
rxn00423	SERATi
rxn00424	SGAMT
rxn00427	PRDX
rxn00431	MAOX2
rxn00433	SARCOX
rxn00438	TMPKr
rxn00440	TMDPK
rxn00441	r0163c
rxn00449	GULLACO
rxn00451	AHCYSMETMT
rxn00452	HCYSMT
rxn00456	METGL
rxn00459	ENO
rxn00460	r0165
rxn00461	UAGCVT_r
rxn00463	NTPP8
rxn00465	CITRH
rxn00467	ORNTA
rxn00469	ACODAr
rxn00470	ORNDC
rxn00471	ORNCD
rxn00473	TRPAS2
rxn00474	TRPS2r
rxn00478	TRPO2
rxn00479	L_TRPCOO
rxn00484	LTDCL
rxn00490	AROH
rxn00493	PHETA1
rxn00497	PHYCBOXL
rxn00499	LDH_L
rxn00500	LDH_D
rxn00501	MMSAD3
rxn00502	MMSAD4
rxn00503	P5CD
rxn00505	ICDHx
rxn00506	ALDD2x
rxn00508	SSALxr
rxn00509	SSALyr
rxn00510	SACCD2
rxn00512	GLYCLTDx
rxn00514	NTPP9
rxn00515	NDPK9
rxn00519	OAACL
rxn00520	SUCOAS1
rxn00521	TYRL
rxn00525	L_AROND
rxn00526	L_ARONR
rxn00527	TYRTA
rxn00529	TYRCBOX
rxn00532	MMSAD5
rxn00533	ACCOAC
rxn00537	PACTH
rxn00539	ETHAAL
rxn00540	HOPNTAL
rxn00541	THRAr
rxn00542	LACLi
rxn00543	ALCD2x
rxn00544	THMPPC
rxn00545	PFK
rxn00546	M1PD
rxn00547	HEX7
rxn00548	F6PE4PL
rxn00549	FBP
rxn00551	PFK(ppi)
rxn00552	G6PDA
rxn00553	UDPGGT
rxn00555	GF6PTA
rxn00556	r0191
rxn00558	PGI
rxn00559	MAN6PI
rxn00566	CYSDS
rxn00567	NIR
rxn00568	NTRIR2x
rxn00569	NTRIR2y
rxn00572	NTRARy
rxn00575	SUCR
rxn00577	GLCTR4r
rxn00579	UDPGFRUGT
rxn00584	BZDIOLDH
rxn00588	CATDOX
rxn00589	SALCACD
rxn00599	ALAS
rxn00601	AST
rxn00602	MMM2r
rxn00604	G6PDH2r
rxn00605	TRE6PS
rxn00606	TRE6PH
rxn00607	MALT6PH
rxn00608	BGLA1
rxn00609	MI1PI
rxn00611	G3PD1
rxn00612	G3PD2
rxn00613	GLYC3POR
rxn00614	G3PO
rxn00615	GLYK
rxn00616	G3PD8
rxn00620	CDPGLYCPGH
rxn00621	G3PCT
rxn00623	SULR
rxn00627	KHK
rxn00629	MANAD_D
rxn00634	SBTD_D2
rxn00638	ALGD
rxn00640	MAN1PT2
rxn00641	MAN1PT
rxn00642	GMAND
rxn00646	GLUCYS
rxn00649	CYSS
rxn00650	AMPTASECG
rxn00653	BAMPPALDOX
rxn00654	UPPN
rxn00656	APATr
rxn00657	AMAMTi
rxn00669	ACCOAL
rxn00670	PTA2
rxn00671	MMSAD1
rxn00672	MMCD
rxn00674	ACS2
rxn00675	r0220
rxn00676	MACCOAT
rxn00678	PYRCT
rxn00679	MCITS
rxn00686	DHFR
rxn00688	FTHFDH
rxn00689	FPGS_tm
rxn00690	FTHFL
rxn00691	FTHFD
rxn00692	GHMT2r
rxn00693	METSr
rxn00695	GLGC
rxn00702	G1PCT
rxn00703	G1PGTi
rxn00704	PGMT
rxn00705	G1PPT
rxn00707	CYTDK3
rxn00708	NTD2
rxn00709	URIK1
rxn00710	OMPDC
rxn00711	UPPRT
rxn00712	URIK4
rxn00713	URIK2
rxn00714	UP4GH
rxn00715	URIK3
rxn00717	CSND
rxn00719	r0236
rxn00720	DURAD
rxn00726	ANS2
rxn00727	ANS
rxn00737	THRD_L
rxn00740	SHSL4r
rxn00741	2HBO
rxn00742	CYSTGL
rxn00743	ALKP
rxn00744	DHAK
rxn00745	DHAPT
rxn00747	TPI
rxn00748	MGSA
rxn00751	CHOLK
rxn00755	PAPSCHOLST
rxn00756	CHOLSH
rxn00758	GPDDA1
rxn00762	GLYCDx
rxn00763	ALCD19
rxn00767	GLYCPT
rxn00768	GLYCDH
rxn00769	GLYH
rxn00770	PRPPS
rxn00772	RBK
rxn00774	R5PNH4L
rxn00775	ADPRDP
rxn00776	YUMPS
rxn00777	RPI
rxn00778	PPM
rxn00779	D_GLY3PR
rxn00780	TRIOK
rxn00781	GAPD
rxn00782	GAPD_NADP
rxn00783	DDPGALA
rxn00784	DRPAr
rxn00785	TKT2
rxn00786	FBA
rxn00787	TGBPA
rxn00789	ATPPRT
rxn00790	GLUPRT
rxn00791	ANPRT
rxn00792	BACCLi
rxn00795	BTND1
rxn00797	URIH
rxn00798	DRIBI
rxn00799	FUM
rxn00800	ADSL1r
rxn00802	ARGSL
rxn00804	LLEUDr
rxn00806	LEUTA
rxn00808	GALK
rxn00816	LACZ
rxn00817	GALS3
rxn00818	RAFGH
rxn00827	CMPSAS
rxn00829	DPMVDc
rxn00830	IPDDI
rxn00831	NTD11
rxn00832	IMPC
rxn00834	IMPD
rxn00835	INSK
rxn00836	HXPRT
rxn00837	GMPR
rxn00838	ADSS
rxn00839	NDPK8
rxn00840	r0280
rxn00847	PQQDH
rxn00849	ALATA_D
rxn00851	ALAALA
rxn00853	NCPTRCA
rxn00856	PTRCTA
rxn00858	AGMT
rxn00859	HISTD
rxn00863	HISTLOX
rxn00866	HISDC
rxn00867	HISD
rxn00868	ACOAD1
rxn00871	PBUTT
rxn00872	ACOAD1f
rxn00874	ACACT2r
rxn00875	BUTCTr
rxn00879	INS2D
rxn00880	INOSTO
rxn00881	MI1PP
rxn00882	MI4PP
rxn00883	MI3PP
rxn00891	ACGAMH
rxn00892	ACGAMK
rxn00895	ACOAGAMAT
rxn00897	ACGAM2E
rxn00898	DHAD1
rxn00902	3MOBS
rxn00903	VALTA
rxn00904	VPAMTr
rxn00905	2DHPL
rxn00907	MTHFD
rxn00908	GLYCL
rxn00910	METFR
rxn00912	MOHMT
rxn00913	NTD9
rxn00914	GSNK
rxn00915	GUAPRT
rxn00916	r0301
rxn00917	GMPS2
rxn00920	PDE4
rxn00921	4HBZCL
rxn00926	ADD
rxn00927	ADNUC
rxn00929	PRO1x
rxn00931	P5CRyr
rxn00932	PAOOX
rxn00933	PROLR
rxn00934	MALTK
rxn00935	MALFADO
rxn00938	NNAM
rxn00941	NMNS
rxn00943	FACOAE160
rxn00947	FACOAL160
rxn00949	HCYSHSL
rxn00950	CYSTL
rxn00952	AHSERL2
rxn00953	CYSTS
rxn00955	RHC
rxn00957	VNDH-2
rxn00958	4HBALDDH
rxn00961	4HBZORx
rxn00963	4HBZORy
rxn00966	CHRPL
rxn00973	ACONT
rxn00974	ACONTa
rxn00979	GCALDDr
rxn00980	PGLYCP
rxn00985	PPAKr
rxn00986	r0318
rxn00988	AACOAT
rxn00990	ACACCTr
rxn00991	HMGL
rxn00992	BDH
rxn00994	BCOAACT
rxn00999	PPOR
rxn01000	PPNDH
rxn01011	GLYD
rxn01013	GLYDy
rxn01014	GCALDL
rxn01015	HPYRI
rxn01018	ASPCT
rxn01019	OCBT
rxn01020	CBPCT
rxn01021	MTAN
rxn01022	MTAP
rxn01025	MCSNAH1r
rxn01027	r0330
rxn01028	DURAD2
rxn01029	AGMD
rxn01041	XNOX
rxn01044	XYLI1
rxn01045	L_VALMOD
rxn01049	CELLBK
rxn01053	LCADi
rxn01054	LACOAAOR
rxn01057	LacR
rxn01068	THRD
rxn01069	THRS
rxn01071	ETHAK
rxn01072	ETHAS
rxn01073	GPDDA2
rxn01080	GUI1
rxn01093	DHBS
rxn01094	DHBD
rxn01100	PGK
rxn01101	PGCDr
rxn01102	r0339
rxn01103	ACYP
rxn01106	PGM
rxn01107	G15LACH
rxn01108	GNOX
rxn01109	GNOXy
rxn01111	PRKIN
rxn01114	RBK_Dr
rxn01115	GND
rxn01116	RPE
rxn01117	A5PISO
rxn01121	GLCND
rxn01122	ALTRH
rxn01123	DDGLKr
rxn01127	r0345
rxn01128	URIK12
rxn01129	URIK7
rxn01132	MLTP4
rxn01133	MALTATr
rxn01134	MTI
rxn01137	ADA
rxn01138	PUNP1
rxn01143	TMDK1
rxn01145	NTD5
rxn01146	TMDPP
rxn01148	ARABDPT
rxn01151	KDOS
rxn01152	RBLIi
rxn01169	HEXb
rxn01171	GALM1r
rxn01174	3HPPD
rxn01176	D5KGPA
rxn01187	XU5PG3PL
rxn01188	DHSKDH
rxn01192	34DCCBR
rxn01199	XYLKr
rxn01200	TKT1
rxn01201	4HBNOX
rxn01203	DHEDAA
rxn01204	ABTAr
rxn01205	2ACAMSUCCAH
rxn01207	OIVD1r
rxn01208	OMCDC
rxn01210	FPGS7
rxn01211	MTHFC
rxn01213	DMATT
rxn01215	G16BPS
rxn01216	DPGM
rxn01217	DCMPDA
rxn01218	NTD3
rxn01219	CYTK2
rxn01220	r0377
rxn01222	NTPP3
rxn01225	GUAD
rxn01226	GNNUC
rxn01231	LCYSTCBOXL
rxn01236	BUTKr
rxn01241	PDHc
rxn01252	r0389
rxn01255	CHORS
rxn01256	CHORM
rxn01257	ADCS
rxn01258	ICHORS
rxn01259	ISOMALT
rxn01265	NAPRT
rxn01268	PPND
rxn01269	PPND2
rxn01270	LARGNAT
rxn01273	LCADi_D
rxn01274	GLYOX
rxn01275	GNK
rxn01277	GLCNOXy
rxn01278	5DGLCNR
rxn01279	AC2DHOR
rxn01280	TRSARr
rxn01281	TRSARry
rxn01285	TARCGLYL
rxn01286	r0392
rxn01289	ANOX
rxn01291	ABTOXy
rxn01292	ARAI
rxn01297	HXAND
rxn01299	INSH
rxn01300	HSK
rxn01301	HSDx
rxn01302	HSDy
rxn01303	HSERTA
rxn01304	HSST
rxn01305	LCAR2
rxn01308	RMPA2
rxn01313	DHPR
rxn01314	r0398
rxn01315	PHE4MO
rxn01316	ACNAMS
rxn01322	ACNML
rxn01329	PMANM
rxn01331	E4PD
rxn01332	DDPA
rxn01333	TALA
rxn01334	FBA3
rxn01343	PFK_3
rxn01345	S17BPH
rxn01346	S7P1K
rxn01347	US7P1PT
rxn01351	NTPP1
rxn01352	NTPTP1
rxn01353	NDPK5
rxn01354	r0413
rxn01355	PPCOAC
rxn01358	PUNP5
rxn01360	DHORDi
rxn01361	DHORD6
rxn01362	OROTPT
rxn01364	QUIDH
rxn01366	PYNP2r
rxn01368	CYTD
rxn01370	URIK8
rxn01383	RBTDG
rxn01385	XYLTD_Dr
rxn01387	r0422
rxn01388	ACONTb
rxn01389	XYLK2
rxn01390	RMK2
rxn01396	PYDXNK
rxn01403	GSPMDS
rxn01404	GSPMDA
rxn01406	SPMS
rxn01416	THSFST
rxn01420	OXAG
rxn01423	AATAi
rxn01434	ARGSSr
rxn01437	FKYNH
